SCHOOL CODE,COUNTY,PUBLIC/  PRIVATE,PUBLIC SCHOOL DISTRICT,CITY,SCHOOL NAME,ENROLLMENT,PME,PBE,MMR1
6040505,SAN DIEGO,PUBLIC,SOUTH BAY UNION,IMPERIAL BEACH,IMPERIAL BEACH CHARTER,116,0,7,99
6040521,SAN DIEGO,PUBLIC,SOUTH BAY UNION,IMPERIAL BEACH,ONEONTA ELEMENTARY,128,0,1,124
6040489,SAN DIEGO,PUBLIC,SOUTH BAY UNION,SAN DIEGO,EMORY ELEMENTARY,48,0,0,48
6067029,SAN DIEGO,PUBLIC,SOUTH BAY UNION,SAN DIEGO,GODFREY G. BERRY ELEMENTARY,71,0,0,70
6094973,SAN DIEGO,PUBLIC,SOUTH BAY UNION,SAN DIEGO,HOWARD PENCE ELEMENTARY,80,0,1,79
6040513,SAN DIEGO,PUBLIC,SOUTH BAY UNION,SAN DIEGO,NESTOR LANGUAGE ACADEMY CHARTER,118,0,0,118
6040539,SAN DIEGO,PUBLIC,SOUTH BAY UNION,SAN DIEGO,SUNNYSLOPE ELEMENTARY,60,0,1,59
6116008,SAN DIEGO,PUBLIC,SOUTH BAY UNION,SAN DIEGO,TEOFILO MENDOZA,121,0,1,117
6098487,SAN DIEGO,PUBLIC,SOUTH BAY UNION,SAN YSIDRO,GEORGE NICOLOFF ELEMENTARY,145,0,0,139
6120893,SAN DIEGO,PUBLIC,SPENCER VALLEY ELEMENTARY,SIMI VALLEY,CALIFORNIA VIRTUAL ACADEMY @ SAN DIEGO,171,0,64,107
126086,SAN DIEGO,PUBLIC,SWEETWATER UNION HIGH,CHULA VISTA,STEPHEN W. HAWKING CHARTER,94,0,0,69
128082,SAN DIEGO,PUBLIC,SWEETWATER UNION HIGH,SAN DIEGO,"STEPHEN W. HAWKINGS II SCIENCE, TECHNOLOGY, ENGINEERING, ART AND MATH CHARTER",88,0,0,80
6040562,SAN DIEGO,PUBLIC,VALLECITOS ELEMENTARY,RAINBOW,VALLECITOS ELEMENTARY,31,0,0,27
6038962,SAN DIEGO,PUBLIC,VALLEY CENTER-PAUMA UNIFIED,PAUMA VALLEY,PAUMA ELEMENTARY,37,0,0,34
100511,SAN DIEGO,PUBLIC,VALLEY CENTER-PAUMA UNIFIED,VALLEY CENTER,LILAC,111,0,25,85
6106124,SAN DIEGO,PUBLIC,VALLEY CENTER-PAUMA UNIFIED,VALLEY CENTER,VALLEY CENTER PRIMARY,211,0,23,188
6107031,SAN DIEGO,PUBLIC,VISTA UNIFIED,OCEANSIDE,ALAMOSA PARK ELEMENTARY,75,0,2,71
6108708,SAN DIEGO,PUBLIC,VISTA UNIFIED,OCEANSIDE,EMPRESA ELEMENTARY,119,0,5,114
6107585,SAN DIEGO,PUBLIC,VISTA UNIFIED,OCEANSIDE,LAKE ELEMENTARY,140,7,1,132
6110407,SAN DIEGO,PUBLIC,VISTA UNIFIED,OCEANSIDE,MISSION MEADOWS ELEMENTARY,90,0,5,82
100925,SAN DIEGO,PUBLIC,VISTA UNIFIED,OCEANSIDE,TEMPLE HEIGHTS ELEMENTARY,150,2,1,138
6040588,SAN DIEGO,PUBLIC,VISTA UNIFIED,VISTA,BEAUMONT ELEMENTARY,88,0,6,80
128223,SAN DIEGO,PUBLIC,VISTA UNIFIED,VISTA,BELLA MENTE MONTESSORI ACADEMY,75,0,14,61
6040596,SAN DIEGO,PUBLIC,VISTA UNIFIED,VISTA,BOBIER ELEMENTARY,91,0,2,86
6110399,SAN DIEGO,PUBLIC,VISTA UNIFIED,VISTA,BREEZE HILL ELEMENTARY,148,0,10,121
6040604,SAN DIEGO,PUBLIC,VISTA UNIFIED,VISTA,CALIFORNIA AVENUE ELEMENTARY,13,0,2,6
6069124,SAN DIEGO,PUBLIC,VISTA UNIFIED,VISTA,CASITA CENTER FOR SCIENCE/MATH/TECHNOLOGY,96,0,4,91
105882,SAN DIEGO,PUBLIC,VISTA UNIFIED,VISTA,FOOTHILL OAK ELEMENTARY,154,0,2,152
6040620,SAN DIEGO,PUBLIC,VISTA UNIFIED,VISTA,GRAPEVINE ELEMENTARY,148,0,2,146
3730942,SAN DIEGO,PUBLIC,VISTA UNIFIED,VISTA,GUAJOME PARK ACADEMY CHARTER,27,0,1,26
100933,SAN DIEGO,PUBLIC,VISTA UNIFIED,VISTA,HANNALEI ELEMENTARY,104,0,1,97
111237,SAN DIEGO,PUBLIC,VISTA UNIFIED,VISTA,MARYLAND ELEMENTARY,132,0,1,129
6040638,SAN DIEGO,PUBLIC,VISTA UNIFIED,VISTA,MONTE VISTA ELEMENTARY,120,6,0,113
6040646,SAN DIEGO,PUBLIC,VISTA UNIFIED,VISTA,OLIVE ELEMENTARY,64,0,1,61
6040653,SAN DIEGO,PUBLIC,VISTA UNIFIED,VISTA,VISTA ACADEMY OF VISUAL AND PERFORMING ARTS,98,0,5,93
6040661,SAN DIEGO,PUBLIC,WARNER UNIFIED,WARNER SPRINGS,WARNER ELEMENTARY,17,0,0,8
6141469,SAN DIEGO,PRIVATE,,CARLSBAD,REDEEMER BY THE SEA LUTHERAN KINDERGARTEN AND PRESCHOOL,40,0,7,21
6975841,SAN DIEGO,PRIVATE,,CARLSBAD,ST. PATRICK,50,0,0,50
7031255,SAN DIEGO,PRIVATE,,CHULA VISTA,BONITA COUNTRY DAY SCHOOL,12,0,0,12
6139638,SAN DIEGO,PRIVATE,,CHULA VISTA,BONITA LEARNING ACADEMY,13,0,3,10
7031289,SAN DIEGO,PRIVATE,,CHULA VISTA,CALVARY CHRISTIAN ACADEMY,30,0,1,29
6965537,SAN DIEGO,PRIVATE,,CHULA VISTA,PILGRIM LUTHERAN,22,0,0,22
6981047,SAN DIEGO,PRIVATE,,CHULA VISTA,ST. JOHN'S EPISCOPAL ELEMENTARY,18,0,0,17
6975866,SAN DIEGO,PRIVATE,,CHULA VISTA,ST. PIUS X,22,0,0,22
6975874,SAN DIEGO,PRIVATE,,CHULA VISTA,ST. ROSE OF LIMA SCHOOL,23,0,0,20
6980924,SAN DIEGO,PRIVATE,,CORONADO,CHRIST CHURCH DAY SCHOOL,22,0,0,18
6975650,SAN DIEGO,PRIVATE,,CORONADO,SACRED HEART PARISH SCHOOL,18,1,0,17
6904981,SAN DIEGO,PRIVATE,,EL CAJON,CHRISTIAN ELEMENTARY EAST,33,0,3,30
6913446,SAN DIEGO,PRIVATE,,EL CAJON,CHRISTIAN ELEMENTARY WEST,18,0,1,11
6975510,SAN DIEGO,PRIVATE,,EL CAJON,HOLY TRINITY ELEMENTARY,23,0,1,22
6975589,SAN DIEGO,PRIVATE,,EL CAJON,OUR LADY OF GRACE SCHOOL,15,0,1,14
6975767,SAN DIEGO,PRIVATE,,EL CAJON,ST. KIERAN CATHOLIC SCHOOL,12,0,0,12
7051352,SAN DIEGO,PRIVATE,,ENCINITAS,ENCINITAS COUNTRY DAY SCHOOL,32,0,9,20
6140081,SAN DIEGO,PRIVATE,,ENCINITAS,SAINT JOHN THE EVANGELIST,50,0,0,44
6975312,SAN DIEGO,PRIVATE,,ESCONDIDO,CALVIN CHRISTIAN,33,0,2,31
6975445,SAN DIEGO,PRIVATE,,ESCONDIDO,ESCONDIDO ADVENTIST ACADEMY,11,1,0,10
6975437,SAN DIEGO,PRIVATE,,ESCONDIDO,ESCONDIDO CHRISTIAN,37,1,5,31
6965511,SAN DIEGO,PRIVATE,,ESCONDIDO,GRACE LUTHERAN SCHOOL,20,0,1,19
6975452,SAN DIEGO,PRIVATE,,ESCONDIDO,LIGHT & LIFE CHRISTIAN SCHOOL,37,0,9,22
6975791,SAN DIEGO,PRIVATE,,ESCONDIDO,ST. MARY'S SCHOOL,26,0,2,21
7069065,SAN DIEGO,PRIVATE,,FALLBROOK,ST. PETER THE APOSTLE CATHOLIC SCHOOL,13,0,0,13
6954648,SAN DIEGO,PRIVATE,,FALLBROOK,ZION LUTHERAN,10,0,1,9
6975262,SAN DIEGO,PRIVATE,,LA JOLLA,ALL HALLOWS ACADEMY,30,0,0,29
6988166,SAN DIEGO,PRIVATE,,LA JOLLA,"GILLISPIE SCHOOL, THE",23,0,3,20
6939045,SAN DIEGO,PRIVATE,,LA JOLLA,LA JOLLA COUNTRY DAY SCHOOL,46,0,1,42
7051360,SAN DIEGO,PRIVATE,,LA JOLLA,SAN DIEGO FRENCH–AMERICAN SCHOOL,36,0,8,16
6975932,SAN DIEGO,PRIVATE,,LA JOLLA,STELLA MARIS ACADEMY,17,0,1,12
6993166,SAN DIEGO,PRIVATE,,LA JOLLA,THE CHILDREN'S SCHOOL,32,0,6,24
6965503,SAN DIEGO,PRIVATE,,LA MESA,CHRIST LUTHERAN ELEMENTARY,28,0,0,28
6927636,SAN DIEGO,PRIVATE,,LA MESA,MT. HELIX ACADEMY,16,1,1,14
6965552,SAN DIEGO,PRIVATE,,LA MESA,ST. MARTIN ACADEMY,27,0,0,27
6206205,SAN DIEGO,PRIVATE,,LA MESA,WARREN-WALKER SCHOOL/LA MESA,20,0,4,16
7092869,SAN DIEGO,PRIVATE,,LAKESIDE,FOOTHILLS CHRISTIAN SCHOOL,34,0,7,27
6975742,SAN DIEGO,PRIVATE,,LEMON GROVE,SAINT JOHN OF THE CROSS CATHOLIC SCHOOL,38,0,0,37
6939326,SAN DIEGO,PRIVATE,,NATIONAL CITY,SAN DIEGO ACADEMY,19,0,0,19
7101017,SAN DIEGO,PRIVATE,,OCEANSIDE,MONTESSORI SCHOOL OF OCEANSIDE,13,0,1,12
7090327,SAN DIEGO,PRIVATE,,OCEANSIDE,OCEANSIDE ADVENTIST ELEMENTARY,20,1,0,19
6930499,SAN DIEGO,PRIVATE,,OCEANSIDE,OLD MISSION MONTESSORI SCHOOL,23,0,2,17
6975817,SAN DIEGO,PRIVATE,,OCEANSIDE,ST. MARY STAR OF THE SEA ELEMENTARY,35,0,0,35
7072259,SAN DIEGO,PRIVATE,,POWAY,COUNTRY MONTESSORI SCHOOL OF POWAY,16,0,1,14
7097298,SAN DIEGO,PRIVATE,,POWAY,DISCOVERY ISLE CHILD DEVELOPMENT CENTER,12,0,0,10
6904973,SAN DIEGO,PRIVATE,,POWAY,"MONTESSORI CHILD DEVELOPMENT CENTERS OF CA, INC.",16,0,0,14
6975833,SAN DIEGO,PRIVATE,,POWAY,ST. MICHAEL'S SCHOOL,48,0,1,39
6956924,SAN DIEGO,PRIVATE,,RAMONA,RAMONA LUTHERAN,13,0,3,10
6203491,SAN DIEGO,PRIVATE,,RANCHO SANTA FE,HORIZON PREP,31,0,11,20
7093602,SAN DIEGO,PRIVATE,,RANCHO SANTA FE,"NATIVITY SCHOOL, THE",16,0,1,15
6975296,SAN DIEGO,PRIVATE,,SAN DIEGO,BLESSED SACRAMENT ELEMENTARY,14,0,0,14
6932214,SAN DIEGO,PRIVATE,,SAN DIEGO,CHABAD HEBREW ACADEMY,31,0,8,23
6918072,SAN DIEGO,PRIVATE,,SAN DIEGO,CHILDREN'S CREATIVE AND PERFORMING ARTS,18,0,5,13
6910194,SAN DIEGO,PRIVATE,,SAN DIEGO,CHRIST THE CORNERSTONE LUTHERAN ACADEMY,20,0,1,13
6902902,SAN DIEGO,PRIVATE,,SAN DIEGO,CITY TREE CHRISTIAN,13,0,3,4
6905061,SAN DIEGO,PRIVATE,,SAN DIEGO,DEL MAR PINES,10,0,0,10
6987770,SAN DIEGO,PRIVATE,,SAN DIEGO,FRANCIS PARKER SCHOOL,62,0,2,59
6920722,SAN DIEGO,PRIVATE,,SAN DIEGO,GOOD SHEPHERD,21,0,0,21
7052608,SAN DIEGO,PRIVATE,,SAN DIEGO,HERITAGE CHRISTIAN SCHOOL OF SAN DIEGO,39,1,7,31
6975494,SAN DIEGO,PRIVATE,,SAN DIEGO,HOLY FAMILY ELEMENTARY,16,0,0,16
6930465,SAN DIEGO,PRIVATE,,SAN DIEGO,HORIZON CHRISTIAN ACADEMY,33,0,7,26
6144059,SAN DIEGO,PRIVATE,,SAN DIEGO,LIFETIME MONTESSORI SCHOOL,13,0,6,7
6996045,SAN DIEGO,PRIVATE,,SAN DIEGO,MARIA MONTESSORI ELEMENTARY,35,0,6,21
6907802,SAN DIEGO,PRIVATE,,SAN DIEGO,MIRA MESA CHRISTIAN SCHOOL,13,0,0,11
6980999,SAN DIEGO,PRIVATE,,SAN DIEGO,MISSION BAY MONTESSORI ACADEMY,39,0,1,34
6909196,SAN DIEGO,PRIVATE,,SAN DIEGO,MONTESSORI SCHOOL OF SAN DIEGO,21,0,2,5
7008212,SAN DIEGO,PRIVATE,,SAN DIEGO,MT. ERIE CHRISTIAN ACADEMY,15,0,2,6
6975569,SAN DIEGO,PRIVATE,,SAN DIEGO,"NAZARETH SCHOOL OF SAN DIEGO, INC",31,0,1,30
6143622,SAN DIEGO,PRIVATE,,SAN DIEGO,NOTRE DAME ACADEMY,47,0,3,44
6939177,SAN DIEGO,PRIVATE,,SAN DIEGO,OCEAN VIEW CHRISTIAN ACADEMY,14,0,0,14
6975619,SAN DIEGO,PRIVATE,,SAN DIEGO,OUR LADY OF THE SACRED HEART,10,0,0,10
6966071,SAN DIEGO,PRIVATE,,SAN DIEGO,OUR LADY'S SCHOOL,17,0,0,13
6984587,SAN DIEGO,PRIVATE,,SAN DIEGO,REFORMATION LUTHERAN,17,0,4,13
6907877,SAN DIEGO,PRIVATE,,SAN DIEGO,SAN DIEGO JEWISH ACADEMY,25,0,1,22
6975924,SAN DIEGO,PRIVATE,,SAN DIEGO,SCHOOL OF THE MADELEINE,62,0,1,61
6975890,SAN DIEGO,PRIVATE,,SAN DIEGO,SOILLE SAN DIEGO HEBREW DAY,36,0,0,36
6975684,SAN DIEGO,PRIVATE,,SAN DIEGO,ST. CHARLES BORROMEO ACADEMY,25,0,0,25
6975692,SAN DIEGO,PRIVATE,,SAN DIEGO,ST. CHARLES ELEMENTARY,20,0,0,11
6975700,SAN DIEGO,PRIVATE,,SAN DIEGO,ST. COLUMBA,25,0,0,25
6975718,SAN DIEGO,PRIVATE,,SAN DIEGO,ST. DIDACUS PARISH SCHOOL,29,0,1,27
6138820,SAN DIEGO,PRIVATE,,SAN DIEGO,ST. GREGORY THE GREAT CATHOLIC SCHOOL,30,0,0,30
6137277,SAN DIEGO,PRIVATE,,SAN DIEGO,ST. MICHAEL ACADEMY,11,0,0,11
6975858,SAN DIEGO,PRIVATE,,SAN DIEGO,ST. PATRICK'S ELEMENTARY,16,0,0,11
6965560,SAN DIEGO,PRIVATE,,SAN DIEGO,ST. PAUL'S LUTHERAN,19,0,2,17
6981054,SAN DIEGO,PRIVATE,,SAN DIEGO,ST. THERESE ACADEMY,33,0,0,21
6975882,SAN DIEGO,PRIVATE,,SAN DIEGO,ST. VINCENT DE PAUL,28,0,1,25
6202386,SAN DIEGO,PRIVATE,,SAN DIEGO,THE ROCK ACADEMY,21,0,0,18
7081631,SAN DIEGO,PRIVATE,,SAN DIEGO,WALDORF SCHOOL OF SAN DIEGO,33,0,21,11
6991319,SAN DIEGO,PRIVATE,,SAN DIEGO,"WARREN-WALKER, INC.",23,0,2,21
7090244,SAN DIEGO,PRIVATE,,SAN MARCOS,SAINT JOSEPH ACADEMY,23,0,2,11
6930564,SAN DIEGO,PRIVATE,,SAN MARCOS,VALLEY CHRISTIAN SCHOOL,24,0,0,24
6975593,SAN DIEGO,PRIVATE,,SAN YSIDRO,OUR LADY OF MT. CARMEL,16,0,0,16
6927883,SAN DIEGO,PRIVATE,,SOLANA BEACH,SANTA FE CHRISTIAN SCHOOLS,42,0,5,34
6992507,SAN DIEGO,PRIVATE,,SOLANA BEACH,SANTA FE MONTESSORI SCHOOL,14,0,1,8
6975734,SAN DIEGO,PRIVATE,,SOLANA BEACH,ST. JAMES ACADEMY,26,0,5,21
6975908,SAN DIEGO,PRIVATE,,SPRING VALLEY,SANTA SOPHIA ACADEMY,14,0,1,11
6913644,SAN DIEGO,PRIVATE,,SPRING VALLEY,TRINITY CHRISTIAN SCHOOL,18,0,2,12
6907794,SAN DIEGO,PRIVATE,,VISTA,FAITH LUTHERAN ELEMENTARY,19,0,1,18
6975726,SAN DIEGO,PRIVATE,,VISTA,ST. FRANCIS OF ASSISI,18,0,0,18
6987002,SAN DIEGO,PRIVATE,,VISTA,TRI-CITY CHRISTIAN SCHOOLS,29,0,3,22
6975973,SAN DIEGO,PRIVATE,,VISTA,VISTA CHRISTIAN,32,0,4,23
3830445,SAN FRANCISCO,PUBLIC,SAN FRANCISCO COUNTY OFFICE OF EDUCATION,SAN FRANCISCO,S.F. COUNTY CIVIC CENTER SECONDARY, ,,,
6069561,SAN FRANCISCO,PUBLIC,SAN FRANCISCO COUNTY OFFICE OF EDUCATION,SAN FRANCISCO,S.F. COUNTY SPECIAL EDUCATION, ,,,
6040695,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,ALAMO ELEMENTARY,85,0,1,81
6040703,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,ALVARADO ELEMENTARY,87,0,0,85
6040737,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,ARGONNE ELEMENTARY,66,1,0,65
6040778,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,BRYANT ELEMENTARY,42,0,0,34
6062046,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,BUENA VISTA/ HORACE MANN K-8,59,0,0,44
6040752,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,CARMICHAEL (BESSIE)/FEC,80,1,0,76
6093496,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,CARVER (GEORGE WASHINGTON) ELEMENTARY,43,0,0,39
6041149,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,CHAVEZ (CESAR) ELEMENTARY,79,0,0,67
6113252,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,CHIN (JOHN YEHALL) ELEMENTARY,44,0,0,44
120386,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,CHINESE IMMERSION SCHOOL AT DEAVILA,71,0,0,71
6040828,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,CLARENDON ALTERNATIVE ELEMENTARY,87,1,1,85
6040836,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,CLEVELAND ELEMENTARY,60,0,0,57
6040968,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,COBB (WILLIAM L.) ELEMENTARY,36,0,0,36
6112601,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,CREATIVE ARTS CHARTER,43,0,3,38
6104673,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,DREW (CHARLES) COLLEGE PREPARATORY ACADEMY,44,0,0,38
6040935,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,EDISON CHARTER ACADEMY,80,0,0,79
6040950,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,EL DORADO ELEMENTARY,52,0,0,47
6040984,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,FAIRMOUNT ELEMENTARY,68,0,1,64
111427,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,FEINSTEIN (DIANNE) ELEMENTARY,88,0,2,79
6041347,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,FLYNN (LEONARD R.) ELEMENTARY,77,0,1,70
6041040,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,GARFIELD ELEMENTARY,34,0,2,30
6041073,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,GLEN PARK ELEMENTARY,61,0,0,61
6041115,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,GRATTAN ELEMENTARY,65,0,0,56
6041123,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,GUADALUPE ELEMENTARY,79,0,0,74
6040760,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,HARTE (BRET) ELEMENTARY,43,0,0,33
6041156,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,HILLCREST ELEMENTARY,80,0,0,72
6041230,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,JEFFERSON ELEMENTARY,89,0,2,87
6041008,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,KEY (FRANCIS SCOTT) ELEMENTARY,86,0,0,86
6041602,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,KING (STARR) ELEMENTARY,61,0,0,44
6041305,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,LAFAYETTE ELEMENTARY,86,0,0,82
6041321,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,LAKESHORE ALTERNATIVE ELEMENTARY,90,0,0,85
6040877,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,LAU (GORDON J.) ELEMENTARY,109,0,0,104
6041339,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,LAWTON ALTERNATIVE ELEMENTARY,65,0,0,61
6102479,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,LILIENTHAL (CLAIRE) ELEMENTARY,87,0,3,84
6041362,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,LONGFELLOW ELEMENTARY,80,0,0,73
6041586,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,MALCOLM X ACADEMY,14,0,0,14
6041412,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,MARSHALL ELEMENTARY,44,0,1,40
6041016,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,MCCOPPIN (FRANK) ELEMENTARY,51,0,0,50
6041420,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,MCKINLEY ELEMENTARY,52,0,1,51
6040919,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,MILK (HARVEY) CIVIL RIGHTS ELEMENTARY,44,0,1,33
6041438,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,MIRALOMA ELEMENTARY,60,0,0,58
6089585,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,MISSION EDUCATION CENTER,15,0,0,10
6041446,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,MONROE ELEMENTARY,89,0,0,79
6099154,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,MOSCONE (GEORGE R.) ELEMENTARY,53,0,0,53
6041255,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,MUIR (JOHN) ELEMENTARY,49,0,1,47
6097919,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,NEW TRADITIONS ELEMENTARY,44,0,0,38
6041271,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,ORTEGA (JOSE) ELEMENTARY,64,1,0,59
6041206,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,PARKER (JEAN) ELEMENTARY,41,0,0,36
6041503,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,PARKS (ROSA) ELEMENTARY,77,0,1,76
6041065,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,PEABODY (GEORGE) ELEMENTARY,55,0,0,55
6041511,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,REDDING ELEMENTARY,42,0,0,39
6041487,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,REVERE (PAUL) ELEMENTARY,56,0,0,54
6089775,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,ROOFTOP ELEMENTARY,66,0,2,58
6093488,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,SAN FRANCISCO COMMUNITY ALTERNATIVE,30,0,4,19
123117,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,SAN FRANCISCO PUBLIC MONTESSORI,41,0,2,39
6041545,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,SANCHEZ ELEMENTARY,51,0,0,46
6041289,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,SERRA (JUNIPERO) ELEMENTARY,43,0,0,43
6041560,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,SHERIDAN ELEMENTARY,40,0,1,35
6041578,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,SHERMAN ELEMENTARY,76,1,0,68
6040851,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,SLOAT (COMMODORE) ELEMENTARY,63,0,1,62
6041594,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,SPRING VALLEY ELEMENTARY,58,0,0,57
6041529,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,STEVENSON (ROBERT LOUIS) ELEMENTARY,66,0,0,63
6041610,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,SUNNYSIDE ELEMENTARY,65,1,2,41
6113997,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,SUNSET ELEMENTARY,64,0,1,63
6041644,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,SUTRO ELEMENTARY,42,0,0,42
6040943,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,TAYLOR (EDWARD R.) ELEMENTARY,107,0,0,107
6115901,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,TENDERLOIN COMMUNITY,64,0,0,64
6041685,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,ULLOA ELEMENTARY,86,0,0,86
6041701,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,VISITACION VALLEY ELEMENTARY,66,0,0,66
6040893,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,WEBSTER (DANIEL) ELEMENTARY,64,0,1,61
6041727,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,WEST PORTAL ELEMENTARY,99,0,1,97
6041131,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,YICK WO ELEMENTARY,38,0,0,35
